DISTRICT,Murder,Rape,Kidnapping and Abduction,Foeticide,Abetment of suicide,Exposure and abandonment,Procuration of minor girls,Buying of girls for prostitution,Selling of girls for prostitution,Prohibition of child marriage act,Total,Area type
SONEPUR,6.0,17.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,36,Peaceful Area
SONIPAT,3.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,16,Peaceful Area
SONITPUR,8.0,39.0,9.0,2.0,10.0,0.0,0.0,0.0,2.0,0.0,218,Peaceful Area
SOPORE,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Peaceful Area
SOUTH,87.0,529.0,1394.0,6.0,1.0,80.0,0.0,1.0,0.0,0.0,2375,Sensitive Area
SOUTH GOA,14.0,125.0,78.0,0.0,2.0,16.0,10.0,0.0,0.0,1.0,387,Peaceful Area
SOUTH WEST,3.0,19.0,54.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,86,Peaceful Area
SOUTH-EAST,32.0,255.0,1701.0,1.0,0.0,29.0,0.0,0.0,0.0,0.0,2158,Sensitive Area
SOUTH-WEST,53.0,339.0,1658.0,22.0,0.0,38.0,0.0,0.0,0.0,0.0,2473,Sensitive Area
SPL CELL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Peaceful Area
SRIKAKULAM,20.0,51.0,35.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,146,Peaceful Area
SRINAGAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Peaceful Area
SRP(CUTTACK),1.0,3.0,17.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,26,Peaceful Area
SRP(ROURKELA),1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,Peaceful Area
ST.RAVIDASNAGAR,5.0,8.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,Peaceful Area
STF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Peaceful Area
SUBANSIRI LOWER,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,Peaceful Area
SUBANSIRI UPPER,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,Peaceful Area
SUKMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Peaceful Area
SULTANPUR,61.0,91.0,200.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,433,Peaceful Area
SUNDARGARH,44.0,132.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246,Peaceful Area
SUPAUL,6.0,12.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101,Peaceful Area
SURAJPUR,23.0,213.0,5.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,394,Peaceful Area
SURAT COMMR.,108.0,164.0,332.0,5.0,10.0,138.0,11.0,0.0,0.0,1.0,821,Sensitive Area
SURAT RURAL,6.0,31.0,63.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,117,Peaceful Area
SURENDRANAGAR,32.0,100.0,203.0,1.0,1.0,48.0,0.0,0.0,0.0,7.0,508,Sensitive Area
SURGUJA,6.0,78.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,142,Peaceful Area
TAMENGLONG,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Peaceful Area
TAPI,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,Peaceful Area
TARN TARAN,26.0,46.0,46.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,143,Peaceful Area
TAWANG,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Peaceful Area
TEHRI GARHWAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Peaceful Area
THANE COMMR.,73.0,370.0,500.0,2.0,1.0,144.0,26.0,3.0,0.0,3.0,1460,Sensitive Area
THANE RURAL,57.0,119.0,133.0,16.0,0.0,21.0,3.0,0.0,1.0,0.0,510,Sensitive Area
THANJAVUR,5.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,Peaceful Area
THENI,24.0,45.0,103.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,185,Peaceful Area
THIRUNELVELI RURAL,24.0,39.0,46.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,126,Peaceful Area
THIRUNELVELI URBAN,7.0,27.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,53,Peaceful Area
THIRUVALLUR,18.0,43.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158,Peaceful Area
THIRUVANNAMALAI,14.0,61.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171,Peaceful Area
THIRUVARUR,10.0,28.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,Peaceful Area
THOOTHUGUDI,32.0,75.0,74.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,184,Peaceful Area
THOUBAL,5.0,24.0,85.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,124,Peaceful Area
THRISSUR,47.0,97.0,37.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,333,Peaceful Area
THRISSUR COMMR.,1.0,27.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,134,Peaceful Area
THRISSUR RURAL,8.0,44.0,16.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,199,Peaceful Area
TIKAMGARH,38.0,245.0,76.0,0.0,7.0,50.0,0.0,0.0,0.0,3.0,1238,Sensitive Area
TINSUKIA,9.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,Peaceful Area
TIRAP,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,Peaceful Area
TIRUPATHI URBAN,7.0,14.0,16.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,48,Peaceful Area
TIRUPPUR,0.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,Peaceful Area
TONK,4.0,46.0,120.0,6.0,0.0,39.0,1.0,2.0,0.0,2.0,220,Peaceful Area
TRICHY RLY.,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,7,Peaceful Area
TRICHY RURAL,18.0,30.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,120,Peaceful Area
TRICHY URBAN,12.0,15.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,Peaceful Area
TRIVANDRUM,8.0,33.0,23.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,76,Peaceful Area
TRIVANDRUM COMMR.,6.0,118.0,63.0,1.0,2.0,5.0,33.0,0.0,0.0,2.0,335,Peaceful Area
TRIVANDRUM RURAL,27.0,322.0,111.0,0.0,3.0,2.0,42.0,0.0,0.0,0.0,617,Sensitive Area
TUENSANG,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Peaceful Area
TUMKUR,2.0,1.0,6.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,58,Peaceful Area
UDAIPUR,52.0,142.0,283.0,3.0,0.0,98.0,0.0,0.0,0.0,1.0,642,Sensitive Area
UDALGURI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Peaceful Area
UDHAMPUR,4.0,7.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,15,Peaceful Area
UDHAMSINGH NAGAR,10.0,14.0,61.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,119,Peaceful Area
UDUPI,6.0,7.0,7.0,0.0,0.0,7.0,2.0,0.0,0.0,1.0,52,Peaceful Area
UJJAIN,131.0,287.0,110.0,1.0,3.0,24.0,0.0,0.0,0.0,0.0,1431,Sensitive Area
UKHRUL,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Peaceful Area
UMARIYA,8.0,121.0,14.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,400,Peaceful Area
UNA,11.0,46.0,39.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,148,Peaceful Area
UNAKOTI,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Peaceful Area
UNNAO,116.0,172.0,324.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,783,Sensitive Area
UPPER DIBANG VALLEY,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Peaceful Area
UTTAR DINAJPUR,6.0,61.0,100.0,0.0,0.0,1.0,150.0,0.0,64.0,8.0,392,Moderate Area
UTTAR KANNADA,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,Peaceful Area
UTTARKASHI,2.0,9.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26,Peaceful Area
VADODARA COMMR.,28.0,44.0,374.0,0.0,0.0,48.0,0.0,0.0,0.0,4.0,616,Peaceful Area
VADODARA RURAL,30.0,89.0,462.0,0.0,0.0,34.0,0.0,0.0,0.0,12.0,642,Sensitive Area
VAISHALI,53.0,39.0,490.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,588,Peaceful Area
VALSAD,8.0,22.0,32.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,66,Peaceful Area
VARANASI,26.0,79.0,233.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,425,Peaceful Area
VELLORE,54.0,112.0,258.0,0.0,0.0,53.0,0.0,0.0,0.0,8.0,491,Sensitive Area
VIDISHA,44.0,359.0,92.0,21.0,6.0,2.0,0.0,0.0,0.0,0.0,1606,Sensitive Area
VIJAYAWADA,16.0,28.0,66.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,159,Peaceful Area
VIJAYAWADA CITY,10.0,137.0,264.0,0.0,0.0,48.0,0.0,0.0,0.0,5.0,1001,Sensitive Area
VIJAYAWADA RLY.,4.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,9,Peaceful Area
VILLUPURAM,34.0,122.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,363,Peaceful Area
VILUPPURAM,7.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,Peaceful Area
VIRUDHUNAGAR,37.0,48.0,55.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,220,Peaceful Area
VISAKHA RURAL,5.0,23.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,57,Peaceful Area
VISAKHAPATNAM,17.0,89.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,261,Peaceful Area
VIZIANAGARAM,8.0,46.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,193,Peaceful Area
W.RLY,20.0,5.0,14.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,99,Peaceful Area
W.RLY AHMEDABAD,2.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,8,Peaceful Area
W.RLY VADODARA,3.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,14,Peaceful Area
WARANGAL,96.0,271.0,429.0,0.0,36.0,1.0,0.0,0.0,0.0,24.0,1156,Sensitive Area
WARANGAL URBAN,3.0,16.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,66,Peaceful Area
WARDHA,26.0,128.0,132.0,0.0,0.0,17.0,1.0,0.0,0.0,1.0,505,Peaceful Area
WASHIM,35.0,83.0,113.0,0.0,1.0,23.0,0.0,0.0,0.0,2.0,345,Peaceful Area
WAYANADU,16.0,81.0,18.0,0.0,1.0,2.0,9.0,0.0,0.0,0.0,287,Peaceful Area
WEST,68.0,675.0,2043.0,7.0,0.0,48.0,66.0,0.0,0.0,2.0,3286,Sensitive Area
WEST GODAVARI,35.0,332.0,281.0,1.0,6.0,2.0,11.0,2.0,0.0,0.0,706,Sensitive Area
WOKHA,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Peaceful Area
YADGIRI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,Peaceful Area
YAMUNANAGAR,1.0,15.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,54,Peaceful Area
YAVATMAL,35.0,237.0,274.0,1.0,0.0,88.0,0.0,0.0,0.0,4.0,771,Sensitive Area
ZUNHEBOTO,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Peaceful Area
